path,category,size_kb
pycycle/thermo/cea/thermo_data/__pycache__/wet_air.cpython-313.pyc,external_pycycle_examples,0.7
pycycle/thermo/cea/thermo_data/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/thermo/cea/thermo_data/__pycache__/__init__.cpython-313.pyc,external_pycycle_examples,0.2
pycycle/thermo/cea/test/__pycache__/test_chem_eq_co2.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,2.2
pycycle/thermo/cea/test/__pycache__/test_chem_eq_co2.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,2.4
pycycle/thermo/cea/test/__pycache__/test_chem_eq_janaf.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,2.5
pycycle/thermo/cea/test/__pycache__/test_chem_eq_janaf.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,2.6
pycycle/thermo/cea/test/__pycache__/test_props_rhs_co2.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,6.0
pycycle/thermo/cea/test/__pycache__/test_props_rhs_co2.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,6.3
pycycle/thermo/cea/test/__pycache__/test_species_data.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,8.1
pycycle/thermo/cea/test/__pycache__/test_species_data.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,8.3
pycycle/thermo/cea/test/__pycache__/test_thermo_add_cea.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,7.5
pycycle/thermo/cea/test/__pycache__/test_thermo_add_cea.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,7.8
pycycle/thermo/cea/test/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/thermo/cea/test/__pycache__/__init__.cpython-314.pyc,external_pycycle_examples,0.2
pycycle/tests/__pycache__/test_element.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,0.3
pycycle/tests/__pycache__/test_element.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,0.3
pycycle/tests/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/tests/__pycache__/__init__.cpython-314.pyc,external_pycycle_examples,0.2
pycycle/maps/test/__init__.py,external_pycycle_examples,0.0
pycycle/maps/__pycache__/axi3_2.cpython-312.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/axi3_2.cpython-313.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/axi5.cpython-312.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/axi5.cpython-313.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/Fan_map.cpython-312.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/Fan_map.cpython-313.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/HPC_map.cpython-312.pyc,external_pycycle_examples,10.2
pycycle/maps/__pycache__/HPC_map.cpython-313.pyc,external_pycycle_examples,10.2
pycycle/maps/__pycache__/hpt1269.cpython-312.pyc,external_pycycle_examples,4.3
pycycle/maps/__pycache__/hpt1269.cpython-313.pyc,external_pycycle_examples,4.3
pycycle/maps/__pycache__/HPT_map.cpython-312.pyc,external_pycycle_examples,6.2
pycycle/maps/__pycache__/HPT_map.cpython-313.pyc,external_pycycle_examples,6.2
pycycle/maps/__pycache__/LPC_map.cpython-312.pyc,external_pycycle_examples,7.3
pycycle/maps/__pycache__/LPC_map.cpython-313.pyc,external_pycycle_examples,7.3
pycycle/maps/__pycache__/lpt2269.cpython-312.pyc,external_pycycle_examples,4.7
pycycle/maps/__pycache__/lpt2269.cpython-313.pyc,external_pycycle_examples,4.7
pycycle/maps/__pycache__/LPT_map.cpython-312.pyc,external_pycycle_examples,7.2
pycycle/maps/__pycache__/LPT_map.cpython-313.pyc,external_pycycle_examples,7.1
pycycle/maps/__pycache__/map_data.cpython-312.pyc,external_pycycle_examples,0.3
pycycle/maps/__pycache__/map_data.cpython-313.pyc,external_pycycle_examples,0.4
pycycle/maps/__pycache__/ncp01.cpython-312.pyc,external_pycycle_examples,6.5
pycycle/maps/__pycache__/ncp01.cpython-313.pyc,external_pycycle_examples,6.5
pycycle/maps/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/maps/__pycache__/__init__.cpython-313.pyc,external_pycycle_examples,0.2
pycycle/elements/test/test_ambient.py,external_pycycle_examples,1.9
pycycle/elements/test/test_bleed_out.py,external_pycycle_examples,2.5
pycycle/elements/test/test_cfd_start.py,external_pycycle_examples,1.1
pycycle/elements/test/test_combustor.py,external_pycycle_examples,4.9
pycycle/elements/test/test_compressor.py,external_pycycle_examples,4.8
pycycle/elements/test/test_compressor_map.py,external_pycycle_examples,5.3
pycycle/elements/test/test_compressor_od.py,external_pycycle_examples,8.3
pycycle/elements/test/test_cooling.py,external_pycycle_examples,15.3
pycycle/elements/test/test_duct.py,external_pycycle_examples,6.8
pycycle/elements/test/test_flightconditions.py,external_pycycle_examples,2.5
pycycle/elements/test/test_flow_start.py,external_pycycle_examples,9.0
pycycle/elements/test/test_inlet.py,external_pycycle_examples,4.8
pycycle/elements/test/test_mixer.py,external_pycycle_examples,4.5
pycycle/elements/test/test_nozzle.py,external_pycycle_examples,3.4
pycycle/elements/test/test_nozzle_CV_CD.py,external_pycycle_examples,6.6
pycycle/elements/test/test_shaft.py,external_pycycle_examples,2.9
pycycle/elements/test/test_splitter.py,external_pycycle_examples,4.2
pycycle/elements/test/test_turbine.py,external_pycycle_examples,6.0
pycycle/elements/test/test_turbine_map.py,external_pycycle_examples,7.2
pycycle/elements/test/test_turbine_od.py,external_pycycle_examples,6.9
pycycle/elements/test/test_usatm1976.py,external_pycycle_examples,0.6
pycycle/elements/test/__init__.py,external_pycycle_examples,0.0
pycycle/elements/__pycache__/ambient.cpython-312.pyc,external_pycycle_examples,3.2
pycycle/elements/__pycache__/ambient.cpython-313.pyc,external_pycycle_examples,3.3
pycycle/elements/__pycache__/bleed_out.cpython-312.pyc,external_pycycle_examples,8.9
pycycle/elements/__pycache__/bleed_out.cpython-313.pyc,external_pycycle_examples,8.7
pycycle/elements/__pycache__/cfd_start.cpython-312.pyc,external_pycycle_examples,4.5
pycycle/elements/__pycache__/cfd_start.cpython-313.pyc,external_pycycle_examples,4.5
pycycle/elements/__pycache__/combustor.cpython-312.pyc,external_pycycle_examples,6.8
pycycle/elements/__pycache__/combustor.cpython-313.pyc,external_pycycle_examples,6.6
pycycle/elements/__pycache__/compressor.cpython-312.pyc,external_pycycle_examples,25.0
pycycle/elements/__pycache__/compressor.cpython-313.pyc,external_pycycle_examples,24.5
pycycle/elements/__pycache__/compressor_map.cpython-312.pyc,external_pycycle_examples,14.7
pycycle/elements/__pycache__/compressor_map.cpython-313.pyc,external_pycycle_examples,14.5
pycycle/elements/__pycache__/cooling.cpython-312.pyc,external_pycycle_examples,17.5
pycycle/elements/__pycache__/cooling.cpython-313.pyc,external_pycycle_examples,17.3
pycycle/elements/__pycache__/duct.cpython-312.pyc,external_pycycle_examples,10.9
pycycle/elements/__pycache__/duct.cpython-313.pyc,external_pycycle_examples,10.7
pycycle/elements/__pycache__/flight_conditions.cpython-312.pyc,external_pycycle_examples,7.1
pycycle/elements/__pycache__/flight_conditions.cpython-313.pyc,external_pycycle_examples,7.1
pycycle/elements/__pycache__/flow_start.cpython-312.pyc,external_pycycle_examples,3.9
pycycle/elements/__pycache__/flow_start.cpython-313.pyc,external_pycycle_examples,3.9
pycycle/elements/__pycache__/gearbox.cpython-312.pyc,external_pycycle_examples,5.9
pycycle/elements/__pycache__/gearbox.cpython-313.pyc,external_pycycle_examples,5.8
pycycle/elements/__pycache__/inlet.cpython-312.pyc,external_pycycle_examples,8.1
pycycle/elements/__pycache__/inlet.cpython-313.pyc,external_pycycle_examples,8.0
pycycle/elements/__pycache__/mixer.cpython-312.pyc,external_pycycle_examples,13.7
pycycle/elements/__pycache__/mixer.cpython-313.pyc,external_pycycle_examples,13.5
pycycle/elements/__pycache__/nozzle.cpython-312.pyc,external_pycycle_examples,22.4
pycycle/elements/__pycache__/nozzle.cpython-313.pyc,external_pycycle_examples,22.2
pycycle/elements/__pycache__/performance.cpython-312.pyc,external_pycycle_examples,6.3
pycycle/elements/__pycache__/performance.cpython-313.pyc,external_pycycle_examples,6.2
pycycle/elements/__pycache__/shaft.cpython-312.pyc,external_pycycle_examples,6.2
pycycle/elements/__pycache__/shaft.cpython-313.pyc,external_pycycle_examples,6.1
pycycle/elements/__pycache__/splitter.cpython-312.pyc,external_pycycle_examples,8.0
pycycle/elements/__pycache__/splitter.cpython-313.pyc,external_pycycle_examples,7.9
pycycle/elements/__pycache__/turbine.cpython-312.pyc,external_pycycle_examples,26.1
pycycle/elements/__pycache__/turbine.cpython-313.pyc,external_pycycle_examples,25.5
pycycle/elements/__pycache__/turbine_map.cpython-312.pyc,external_pycycle_examples,10.6
pycycle/elements/__pycache__/turbine_map.cpython-313.pyc,external_pycycle_examples,10.5
pycycle/elements/__pycache__/US1976.cpython-312.pyc,external_pycycle_examples,8.5
pycycle/elements/__pycache__/US1976.cpython-313.pyc,external_pycycle_examples,8.5
pycycle/elements/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/elements/__pycache__/__init__.cpython-313.pyc,external_pycycle_examples,0.2
pycycle/elements/__pycache__/__init__.cpython-314.pyc,external_pycycle_examples,0.2
pycycle/elements/test/reg_data/ambient.csv,external_pycycle_examples,0.4
pycycle/elements/test/reg_data/combustorJP7.csv,external_pycycle_examples,0.7
pycycle/elements/test/reg_data/compressor.csv,external_pycycle_examples,1.4
pycycle/elements/test/reg_data/compressorOD1.csv,external_pycycle_examples,3.7
pycycle/elements/test/reg_data/duct.csv,external_pycycle_examples,1.6
pycycle/elements/test/reg_data/flowstart.csv,external_pycycle_examples,1.0
pycycle/elements/test/reg_data/inlet.csv,external_pycycle_examples,0.9
pycycle/elements/test/reg_data/nozzle.csv,external_pycycle_examples,1.1
pycycle/elements/test/reg_data/nozzleCD.csv,external_pycycle_examples,6.7
pycycle/elements/test/reg_data/nozzleCD_CV.csv,external_pycycle_examples,6.7
pycycle/elements/test/reg_data/nozzleCD_CV__Cfg.csv,external_pycycle_examples,6.6
pycycle/elements/test/reg_data/nozzleCD__Cfg.csv,external_pycycle_examples,6.5
pycycle/elements/test/reg_data/nozzleCV.csv,external_pycycle_examples,6.6
pycycle/elements/test/reg_data/nozzleCV__Cfg.csv,external_pycycle_examples,6.5
pycycle/elements/test/reg_data/shaft.csv,external_pycycle_examples,0.6
pycycle/elements/test/reg_data/splitter.csv,external_pycycle_examples,1.7
pycycle/elements/test/reg_data/turbine.csv,external_pycycle_examples,1.0
pycycle/elements/test/reg_data/turbineOD1.csv,external_pycycle_examples,2.8
pycycle/elements/test/__pycache__/test_ambient.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,3.6
pycycle/elements/test/__pycache__/test_ambient.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,3.8
pycycle/elements/test/__pycache__/test_bleed_out.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,4.1
pycycle/elements/test/__pycache__/test_bleed_out.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,4.3
pycycle/elements/test/__pycache__/test_cfd_start.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,2.3
pycycle/elements/test/__pycache__/test_cfd_start.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,2.4
pycycle/elements/test/__pycache__/test_combustor.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,5.7
pycycle/elements/test/__pycache__/test_combustor.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,6.0
pycycle/elements/test/__pycache__/test_compressor.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,6.7
pycycle/elements/test/__pycache__/test_compressor.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,7.1
pycycle/elements/test/__pycache__/test_compressor_map.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,7.3
pycycle/elements/test/__pycache__/test_compressor_map.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,8.4
pycycle/elements/test/__pycache__/test_compressor_od.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,9.6
pycycle/elements/test/__pycache__/test_compressor_od.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,10.6
pycycle/elements/test/__pycache__/test_cooling.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,16.4
pycycle/elements/test/__pycache__/test_cooling.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,16.6
pycycle/elements/test/__pycache__/test_duct.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,9.4
pycycle/elements/test/__pycache__/test_duct.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,9.9
pycycle/elements/test/__pycache__/test_flightconditions.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,4.2
pycycle/elements/test/__pycache__/test_flightconditions.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,4.4
pycycle/elements/test/__pycache__/test_flow_start.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,10.9
pycycle/elements/test/__pycache__/test_flow_start.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,11.7
pycycle/elements/test/__pycache__/test_inlet.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,6.8
pycycle/elements/test/__pycache__/test_inlet.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,7.2
pycycle/elements/test/__pycache__/test_mixer.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,6.5
pycycle/elements/test/__pycache__/test_mixer.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,6.6
pycycle/elements/test/__pycache__/test_nozzle.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,5.1
pycycle/elements/test/__pycache__/test_nozzle.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,5.4
pycycle/elements/test/__pycache__/test_nozzle_CV_CD.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,9.5
pycycle/elements/test/__pycache__/test_nozzle_CV_CD.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,10.3
pycycle/elements/test/__pycache__/test_shaft.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,4.7
pycycle/elements/test/__pycache__/test_shaft.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,5.0
pycycle/elements/test/__pycache__/test_splitter.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,5.9
pycycle/elements/test/__pycache__/test_splitter.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,6.7
pycycle/elements/test/__pycache__/test_turbine.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,8.7
pycycle/elements/test/__pycache__/test_turbine.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,9.3
pycycle/elements/test/__pycache__/test_turbine_map.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,9.8
pycycle/elements/test/__pycache__/test_turbine_map.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,11.3
pycycle/elements/test/__pycache__/test_turbine_od.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,9.2
pycycle/elements/test/__pycache__/test_turbine_od.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,10.7
pycycle/elements/test/__pycache__/test_usatm1976.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,1.4
pycycle/elements/test/__pycache__/test_usatm1976.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,1.5
pycycle/elements/test/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
pycycle/elements/test/__pycache__/__init__.cpython-314.pyc,external_pycycle_examples,0.2
pycycle/docs/examples/index.rst,external_pycycle_examples,0.2
pycycle/docs/reference_guide/viewers.rst,external_pycycle_examples,0.0
pycycle/docs/tutorials/index.rst,external_pycycle_examples,0.1
pycycle/docs/tutorials/turbofan.rst,external_pycycle_examples,0.3
pycycle/docs/tutorials/turbojet.rst,external_pycycle_examples,3.5
pycycle/docs/_theme/search.html,external_pycycle_examples,2.0
pycycle/docs/_theme/theme.conf,external_pycycle_examples,0.1
pycycle/docs/_theme/static/searchtools.js,external_pycycle_examples,21.3
pycycle/docs/_theme/static/style.css,external_pycycle_examples,3.4
pycycle/docs/tutorials/images/turbojet_elements.pdf,external_pycycle_examples,13.8
pycycle/docs/tutorials/images/turbojet_elements.png,external_pycycle_examples,30.4
pycycle/docs/tutorials/images/turbojet_elements.tex,external_pycycle_examples,1.8
pycycle/docs/reference_guide/elements/index.rst,external_pycycle_examples,0.3
pycycle/docs/reference_guide/maps/index.rst,external_pycycle_examples,0.1
optimize_transition_profile_out/reports/inputs.html,outputs_figures_reports,3373.2
optimize_transition_profile_out/reports/n2.html,outputs_figures_reports,1813.4
Old_rubbish/__pycache__/empirical_drag.cpython-313.pyc,archive_legacy,15.0
my_ab_turbojet_out/reports/inputs.html,propulsion,3373.0
my_ab_turbojet_out/reports/n2.html,propulsion,1812.8
example_cycles/N+3ref/benchmark_N3ref.py,external_pycycle_examples,6.7
example_cycles/N+3ref/benchmark_N3_MDP.py,external_pycycle_examples,6.6
example_cycles/N+3ref/benchmark_N3_MDP_Opt.py,external_pycycle_examples,6.7
example_cycles/N+3ref/benchmark_N3_MDP_verif.py,external_pycycle_examples,6.8
example_cycles/N+3ref/benchmark_N3_SPD.py,external_pycycle_examples,6.8
example_cycles/N+3ref/N3ref.py,external_pycycle_examples,29.0
example_cycles/N+3ref/N3_Fan_map.py,external_pycycle_examples,7.7
example_cycles/N+3ref/N3_HPC_map.py,external_pycycle_examples,9.6
example_cycles/N+3ref/N3_HPT_map.py,external_pycycle_examples,5.5
example_cycles/N+3ref/N3_LPC_map.py,external_pycycle_examples,8.5
example_cycles/N+3ref/N3_LPT_map.py,external_pycycle_examples,6.4
example_cycles/N+3ref/N3_MDP.py,external_pycycle_examples,5.1
example_cycles/N+3ref/N3_MDP_Opt.py,external_pycycle_examples,5.1
example_cycles/N+3ref/N3_MDP_verif.py,external_pycycle_examples,5.0
example_cycles/N+3ref/N3_SPD.py,external_pycycle_examples,4.3
example_cycles/N+3ref/small_core_eff_balance.py,external_pycycle_examples,3.6
example_cycles/tests/benchmark_ab_turbojet.py,external_pycycle_examples,17.1
example_cycles/tests/benchmark_electric_propulsor.py,external_pycycle_examples,2.2
example_cycles/tests/benchmark_hbtf.py,external_pycycle_examples,7.2
example_cycles/tests/benchmark_mixedflow_turbofan.py,external_pycycle_examples,4.5
example_cycles/tests/benchmark_multi_spool_turboshaft.py,external_pycycle_examples,5.7
example_cycles/tests/benchmark_simple_turbojet.py,external_pycycle_examples,4.4
example_cycles/tests/benchmark_single_spool_turboshaft.py,external_pycycle_examples,4.6
example_cycles/tests/benchmark_wet_propulsor.py,external_pycycle_examples,2.0
example_cycles/tests/benchmark_wet_simple_turbojet.py,external_pycycle_examples,2.4
example_cycles/tests/test_all_examples.py,external_pycycle_examples,3.8
example_cycles/__pycache__/afterburning_turbojet.cpython-312.pyc,external_pycycle_examples,16.4
example_cycles/__pycache__/afterburning_turbojet.cpython-313.pyc,external_pycycle_examples,16.2
example_cycles/__pycache__/__init__.cpython-312.pyc,external_pycycle_examples,0.2
example_cycles/__pycache__/__init__.cpython-313.pyc,external_pycycle_examples,0.2
example_cycles/tests/__pycache__/test_all_examples.cpython-312-pytest-9.0.2.pyc,external_pycycle_examples,5.6
example_cycles/tests/__pycache__/test_all_examples.cpython-314-pytest-9.0.2.pyc,external_pycycle_examples,5.5
Engine/__pycache__/Air.cpython-314.pyc,propulsion,0.2
Engine/__pycache__/airproperties.cpython-314.pyc,propulsion,0.2
Engine/__pycache__/ramjet_01.cpython-313.pyc,propulsion,77.0
Engine/__pycache__/ramjet_01.cpython-314.pyc,propulsion,83.6
Engine/__pycache__/scramjet_01.cpython-311.pyc,propulsion,91.3
Engine/__pycache__/scramjet_01.cpython-313.pyc,propulsion,80.1
Engine/__pycache__/scramjet_01.cpython-314.pyc,propulsion,86.7
.idea/inspectionProfiles/profiles_settings.xml,misc,0.2
.idea/inspectionProfiles/Project_Default.xml,misc,0.4
.ai/mcp/mcp.json,misc,0.0
